2016-05-05 15,65,2022484408,72.0,2384.0
2016-05-05 16,65,2022484408,31.0,1175.0
2016-05-05 17,65,2022484408,19.0,414.0
2016-05-05 18,65,2022484408,19.0,375.0
2016-05-05 19,65,2022484408,13.0,322.0
2016-05-05 20,65,2022484408,20.0,450.0
2016-05-05 21,65,2022484408,0.0,0.0
2016-05-05 22,65,2022484408,0.0,0.0
2016-05-05 23,65,2022484408,0.0,0.0
2016-05-06 00,65,2022484408,0.0,0.0
2016-05-06 01,80,2022484408,0.0,0.0
2016-05-06 02,94,2022484408,0.0,0.0
2016-05-06 03,75,2022484408,0.0,0.0
